task,location,canonical_file_count,has_window_date_mentions,window_dates,source_paths
planning/archive/20260602-232051-homepage-ignore-and-release-1.0.7,archive,3,False,,planning/archive/20260602-232051-homepage-ignore-and-release-1.0.7/findings.md | planning/archive/20260602-232051-homepage-ignore-and-release-1.0.7/progress.md | planning/archive/20260602-232051-homepage-ignore-and-release-1.0.7/task_plan.md
planning/archive/20260602-232051-local-branch-cleanup-audit,archive,3,False,,planning/archive/20260602-232051-local-branch-cleanup-audit/findings.md | planning/archive/20260602-232051-local-branch-cleanup-audit/progress.md | planning/archive/20260602-232051-local-branch-cleanup-audit/task_plan.md
planning/archive/20260602-232051-planning-gitignore-origin-cleanup,archive,3,False,,planning/archive/20260602-232051-planning-gitignore-origin-cleanup/findings.md | planning/archive/20260602-232051-planning-gitignore-origin-cleanup/progress.md | planning/archive/20260602-232051-planning-gitignore-origin-cleanup/task_plan.md
planning/archive/20260602-232501-alma-agent-adoption-research,archive,3,False,,planning/archive/20260602-232501-alma-agent-adoption-research/findings.md | planning/archive/20260602-232501-alma-agent-adoption-research/progress.md | planning/archive/20260602-232501-alma-agent-adoption-research/task_plan.md
planning/archive/20260602-232501-alma-goal-a-mcp-readonly-adoption,archive,3,False,,planning/archive/20260602-232501-alma-goal-a-mcp-readonly-adoption/findings.md | planning/archive/20260602-232501-alma-goal-a-mcp-readonly-adoption/progress.md | planning/archive/20260602-232501-alma-goal-a-mcp-readonly-adoption/task_plan.md
planning/archive/20260602-232501-alma-thin-adapter-implementation-plan,archive,3,False,,planning/archive/20260602-232501-alma-thin-adapter-implementation-plan/findings.md | planning/archive/20260602-232501-alma-thin-adapter-implementation-plan/progress.md | planning/archive/20260602-232501-alma-thin-adapter-implementation-plan/task_plan.md
planning/archive/20260602-232501-cloud-dev-harness-feasibility,archive,3,False,,planning/archive/20260602-232501-cloud-dev-harness-feasibility/findings.md | planning/archive/20260602-232501-cloud-dev-harness-feasibility/progress.md | planning/archive/20260602-232501-cloud-dev-harness-feasibility/task_plan.md
planning/archive/20260602-232501-codex-cc-runtime-plugin-feasibility,archive,3,False,,planning/archive/20260602-232501-codex-cc-runtime-plugin-feasibility/findings.md | planning/archive/20260602-232501-codex-cc-runtime-plugin-feasibility/progress.md | planning/archive/20260602-232501-codex-cc-runtime-plugin-feasibility/task_plan.md
planning/archive/20260602-232501-codex-harness-capability-audit-20260528,archive,3,False,,planning/archive/20260602-232501-codex-harness-capability-audit-20260528/findings.md | planning/archive/20260602-232501-codex-harness-capability-audit-20260528/progress.md | planning/archive/20260602-232501-codex-harness-capability-audit-20260528/task_plan.md
planning/archive/20260602-232502-harness-runtime-facade-mcp,archive,3,False,,planning/archive/20260602-232502-harness-runtime-facade-mcp/findings.md | planning/archive/20260602-232502-harness-runtime-facade-mcp/progress.md | planning/archive/20260602-232502-harness-runtime-facade-mcp/task_plan.md
planning/archive/20260602-232502-harness-token-cost-analysis,archive,3,False,,planning/archive/20260602-232502-harness-token-cost-analysis/findings.md | planning/archive/20260602-232502-harness-token-cost-analysis/progress.md | planning/archive/20260602-232502-harness-token-cost-analysis/task_plan.md
planning/archive/20260602-232502-homepage-html-design-draft-20260529,archive,3,False,,planning/archive/20260602-232502-homepage-html-design-draft-20260529/findings.md | planning/archive/20260602-232502-homepage-html-design-draft-20260529/progress.md | planning/archive/20260602-232502-homepage-html-design-draft-20260529/task_plan.md
planning/archive/20260602-232502-planning-timestamp-render-fix,archive,3,False,,planning/archive/20260602-232502-planning-timestamp-render-fix/findings.md | planning/archive/20260602-232502-planning-timestamp-render-fix/progress.md | planning/archive/20260602-232502-planning-timestamp-render-fix/task_plan.md
planning/archive/20260602-232502-pr74-review-comments-followup,archive,3,False,,planning/archive/20260602-232502-pr74-review-comments-followup/findings.md | planning/archive/20260602-232502-pr74-review-comments-followup/progress.md | planning/archive/20260602-232502-pr74-review-comments-followup/task_plan.md
planning/archive/20260602-232502-profile-full-vs-minimal-adopt,archive,3,False,,planning/archive/20260602-232502-profile-full-vs-minimal-adopt/findings.md | planning/archive/20260602-232502-profile-full-vs-minimal-adopt/progress.md | planning/archive/20260602-232502-profile-full-vs-minimal-adopt/task_plan.md
planning/archive/20260602-232502-roadmap-cloud-dev-agent-backlog,archive,3,False,,planning/archive/20260602-232502-roadmap-cloud-dev-agent-backlog/findings.md | planning/archive/20260602-232502-roadmap-cloud-dev-agent-backlog/progress.md | planning/archive/20260602-232502-roadmap-cloud-dev-agent-backlog/task_plan.md
planning/archive/20260602-232502-sync-main-adopt-global-cleanup-review,archive,3,False,,planning/archive/20260602-232502-sync-main-adopt-global-cleanup-review/findings.md | planning/archive/20260602-232502-sync-main-adopt-global-cleanup-review/progress.md | planning/archive/20260602-232502-sync-main-adopt-global-cleanup-review/task_plan.md
planning/archive/20260602-232630-active-planning-audit-20260602,archive,3,False,,planning/archive/20260602-232630-active-planning-audit-20260602/findings.md | planning/archive/20260602-232630-active-planning-audit-20260602/progress.md | planning/archive/20260602-232630-active-planning-audit-20260602/task_plan.md
planning/archive/20260603-214229-workspace-session-cleanup,archive,3,False,,planning/archive/20260603-214229-workspace-session-cleanup/findings.md | planning/archive/20260603-214229-workspace-session-cleanup/progress.md | planning/archive/20260603-214229-workspace-session-cleanup/task_plan.md
planning/archive/20260603-231448-cursor-opencode-harness-audit,archive,3,False,,planning/archive/20260603-231448-cursor-opencode-harness-audit/findings.md | planning/archive/20260603-231448-cursor-opencode-harness-audit/progress.md | planning/archive/20260603-231448-cursor-opencode-harness-audit/task_plan.md
planning/archive/20260603-231516-harness-reconcile-roadmap-evolution,archive,3,False,,planning/archive/20260603-231516-harness-reconcile-roadmap-evolution/findings.md | planning/archive/20260603-231516-harness-reconcile-roadmap-evolution/progress.md | planning/archive/20260603-231516-harness-reconcile-roadmap-evolution/task_plan.md
planning/archive/20260603-231557-cc-harness-analysis,archive,3,False,,planning/archive/20260603-231557-cc-harness-analysis/findings.md | planning/archive/20260603-231557-cc-harness-analysis/progress.md | planning/archive/20260603-231557-cc-harness-analysis/task_plan.md
planning/archive/20260603-231754-homepage-redesign-prototype,archive,3,False,,planning/archive/20260603-231754-homepage-redesign-prototype/findings.md | planning/archive/20260603-231754-homepage-redesign-prototype/progress.md | planning/archive/20260603-231754-homepage-redesign-prototype/task_plan.md
planning/archive/20260605-155735-branch-head-sync-dev-to-main-20260605,archive,3,False,,planning/archive/20260605-155735-branch-head-sync-dev-to-main-20260605/findings.md | planning/archive/20260605-155735-branch-head-sync-dev-to-main-20260605/progress.md | planning/archive/20260605-155735-branch-head-sync-dev-to-main-20260605/task_plan.md
planning/archive/20260605-155735-branch-worktree-cleanup-20260605,archive,3,False,,planning/archive/20260605-155735-branch-worktree-cleanup-20260605/findings.md | planning/archive/20260605-155735-branch-worktree-cleanup-20260605/progress.md | planning/archive/20260605-155735-branch-worktree-cleanup-20260605/task_plan.md
planning/archive/20260605-160352-comprehensive-project-audit-20260603,archive,3,False,,planning/archive/20260605-160352-comprehensive-project-audit-20260603/findings.md | planning/archive/20260605-160352-comprehensive-project-audit-20260603/progress.md | planning/archive/20260605-160352-comprehensive-project-audit-20260603/task_plan.md
planning/archive/20260610-122631-fix-upstream-refresh-action,archive,3,False,,planning/archive/20260610-122631-fix-upstream-refresh-action/findings.md | planning/archive/20260610-122631-fix-upstream-refresh-action/progress.md | planning/archive/20260610-122631-fix-upstream-refresh-action/task_plan.md
planning/archive/20260610-122837-goal-writer-skill,archive,3,False,,planning/archive/20260610-122837-goal-writer-skill/findings.md | planning/archive/20260610-122837-goal-writer-skill/progress.md | planning/archive/20260610-122837-goal-writer-skill/task_plan.md
planning/archive/20260610-123050-planning-three-piece-audit-20260610,archive,3,False,,planning/archive/20260610-123050-planning-three-piece-audit-20260610/findings.md | planning/archive/20260610-123050-planning-three-piece-audit-20260610/progress.md | planning/archive/20260610-123050-planning-three-piece-audit-20260610/task_plan.md
planning/archive/20260613-172458-roadmap-v1.4-safety-overlay-governance-superseded/worktree-task-state,archive,3,False,,planning/archive/20260613-172458-roadmap-v1.4-safety-overlay-governance-superseded/worktree-task-state/findings.md | planning/archive/20260613-172458-roadmap-v1.4-safety-overlay-governance-superseded/worktree-task-state/progress.md | planning/archive/20260613-172458-roadmap-v1.4-safety-overlay-governance-superseded/worktree-task-state/task_plan.md
planning/archive/20260621-074622-autonomous-release-closure-rereview-control-hardening-20260615,archive,3,False,,planning/archive/20260621-074622-autonomous-release-closure-rereview-control-hardening-20260615/findings.md | planning/archive/20260621-074622-autonomous-release-closure-rereview-control-hardening-20260615/progress.md | planning/archive/20260621-074622-autonomous-release-closure-rereview-control-hardening-20260615/task_plan.md
planning/archive/20260621-074622-comprehensive-code-review-20260610,archive,3,False,,planning/archive/20260621-074622-comprehensive-code-review-20260610/findings.md | planning/archive/20260621-074622-comprehensive-code-review-20260610/progress.md | planning/archive/20260621-074622-comprehensive-code-review-20260610/task_plan.md
planning/archive/20260621-074622-dev-to-main-pr-20260614,archive,3,False,,planning/archive/20260621-074622-dev-to-main-pr-20260614/findings.md | planning/archive/20260621-074622-dev-to-main-pr-20260614/progress.md | planning/archive/20260621-074622-dev-to-main-pr-20260614/task_plan.md
planning/archive/20260621-074622-goal-writer-optimization-20260610,archive,3,False,,planning/archive/20260621-074622-goal-writer-optimization-20260610/findings.md | planning/archive/20260621-074622-goal-writer-optimization-20260610/progress.md | planning/archive/20260621-074622-goal-writer-optimization-20260610/task_plan.md
planning/archive/20260621-074622-post-merge-sync-cleanup-20260613,archive,3,False,,planning/archive/20260621-074622-post-merge-sync-cleanup-20260613/findings.md | planning/archive/20260621-074622-post-merge-sync-cleanup-20260613/progress.md | planning/archive/20260621-074622-post-merge-sync-cleanup-20260613/task_plan.md
planning/archive/20260621-074622-post-merge-sync-cleanup-20260614,archive,3,False,,planning/archive/20260621-074622-post-merge-sync-cleanup-20260614/findings.md | planning/archive/20260621-074622-post-merge-sync-cleanup-20260614/progress.md | planning/archive/20260621-074622-post-merge-sync-cleanup-20260614/task_plan.md
planning/archive/20260621-074622-pr85-comment-remediation-20260613,archive,3,False,,planning/archive/20260621-074622-pr85-comment-remediation-20260613/findings.md | planning/archive/20260621-074622-pr85-comment-remediation-20260613/progress.md | planning/archive/20260621-074622-pr85-comment-remediation-20260613/task_plan.md
planning/archive/20260621-074623-pr86-main-merge-20260613,archive,3,False,,planning/archive/20260621-074623-pr86-main-merge-20260613/findings.md | planning/archive/20260621-074623-pr86-main-merge-20260613/progress.md | planning/archive/20260621-074623-pr86-main-merge-20260613/task_plan.md
planning/archive/20260621-074623-reconciliation-normalization-closeout-20260620,archive,3,False,,planning/archive/20260621-074623-reconciliation-normalization-closeout-20260620/findings.md | planning/archive/20260621-074623-reconciliation-normalization-closeout-20260620/progress.md | planning/archive/20260621-074623-reconciliation-normalization-closeout-20260620/task_plan.md
planning/archive/20260621-074623-release-automation-skill-20260613,archive,3,False,,planning/archive/20260621-074623-release-automation-skill-20260613/findings.md | planning/archive/20260621-074623-release-automation-skill-20260613/progress.md | planning/archive/20260621-074623-release-automation-skill-20260613/task_plan.md
planning/archive/20260621-074623-token-audit-command-session-reset-implementation-20260614,archive,3,False,,planning/archive/20260621-074623-token-audit-command-session-reset-implementation-20260614/findings.md | planning/archive/20260621-074623-token-audit-command-session-reset-implementation-20260614/progress.md | planning/archive/20260621-074623-token-audit-command-session-reset-implementation-20260614/task_plan.md
planning/archive/20260621-075043-archive-ready-batch-cleanup-20260621,archive,3,False,,planning/archive/20260621-075043-archive-ready-batch-cleanup-20260621/findings.md | planning/archive/20260621-075043-archive-ready-batch-cleanup-20260621/progress.md | planning/archive/20260621-075043-archive-ready-batch-cleanup-20260621/task_plan.md
planning/archive/20260629-115645-audit-recommendations-execution-20260610,archive,3,False,,planning/archive/20260629-115645-audit-recommendations-execution-20260610/findings.md | planning/archive/20260629-115645-audit-recommendations-execution-20260610/progress.md | planning/archive/20260629-115645-audit-recommendations-execution-20260610/task_plan.md
planning/archive/20260629-115645-autonomous-release-closure-audit-optimization-20260613,archive,3,False,,planning/archive/20260629-115645-autonomous-release-closure-audit-optimization-20260613/findings.md | planning/archive/20260629-115645-autonomous-release-closure-audit-optimization-20260613/progress.md | planning/archive/20260629-115645-autonomous-release-closure-audit-optimization-20260613/task_plan.md
planning/archive/20260629-115645-autonomous-release-closure-loop-cadence-clarification-20260613,archive,3,False,,planning/archive/20260629-115645-autonomous-release-closure-loop-cadence-clarification-20260613/findings.md | planning/archive/20260629-115645-autonomous-release-closure-loop-cadence-clarification-20260613/progress.md | planning/archive/20260629-115645-autonomous-release-closure-loop-cadence-clarification-20260613/task_plan.md
planning/archive/20260629-115645-dev-to-main-pr-20260611,archive,3,False,,planning/archive/20260629-115645-dev-to-main-pr-20260611/findings.md | planning/archive/20260629-115645-dev-to-main-pr-20260611/progress.md | planning/archive/20260629-115645-dev-to-main-pr-20260611/task_plan.md
planning/archive/20260629-115645-execute-plan-replan-loop-implementation-20260612,archive,3,False,,planning/archive/20260629-115645-execute-plan-replan-loop-implementation-20260612/findings.md | planning/archive/20260629-115645-execute-plan-replan-loop-implementation-20260612/progress.md | planning/archive/20260629-115645-execute-plan-replan-loop-implementation-20260612/task_plan.md
planning/archive/20260629-115645-homepage-design-simplify-rebuild-20260627,archive,3,False,,planning/archive/20260629-115645-homepage-design-simplify-rebuild-20260627/findings.md | planning/archive/20260629-115645-homepage-design-simplify-rebuild-20260627/progress.md | planning/archive/20260629-115645-homepage-design-simplify-rebuild-20260627/task_plan.md
planning/archive/20260629-115646-mode-aware-verification-contract-implementation-20260612,archive,3,False,,planning/archive/20260629-115646-mode-aware-verification-contract-implementation-20260612/findings.md | planning/archive/20260629-115646-mode-aware-verification-contract-implementation-20260612/progress.md | planning/archive/20260629-115646-mode-aware-verification-contract-implementation-20260612/task_plan.md
planning/archive/20260629-115646-mode-aware-verification-contract-review-20260613,archive,3,False,,planning/archive/20260629-115646-mode-aware-verification-contract-review-20260613/findings.md | planning/archive/20260629-115646-mode-aware-verification-contract-review-20260613/progress.md | planning/archive/20260629-115646-mode-aware-verification-contract-review-20260613/task_plan.md
planning/archive/20260629-115646-pr102-main-sync-dev-promotion-20260628,archive,3,False,,planning/archive/20260629-115646-pr102-main-sync-dev-promotion-20260628/findings.md | planning/archive/20260629-115646-pr102-main-sync-dev-promotion-20260628/progress.md | planning/archive/20260629-115646-pr102-main-sync-dev-promotion-20260628/task_plan.md
planning/archive/20260629-115646-pr98-dev-sync-20260622,archive,3,False,,planning/archive/20260629-115646-pr98-dev-sync-20260622/findings.md | planning/archive/20260629-115646-pr98-dev-sync-20260622/progress.md | planning/archive/20260629-115646-pr98-dev-sync-20260622/task_plan.md
planning/archive/20260629-115646-review-findings-remediation-20260610,archive,3,False,,planning/archive/20260629-115646-review-findings-remediation-20260610/findings.md | planning/archive/20260629-115646-review-findings-remediation-20260610/progress.md | planning/archive/20260629-115646-review-findings-remediation-20260610/task_plan.md
planning/archive/20260629-115646-upstream-refresh-repair-20260621,archive,3,False,,planning/archive/20260629-115646-upstream-refresh-repair-20260621/findings.md | planning/archive/20260629-115646-upstream-refresh-repair-20260621/progress.md | planning/archive/20260629-115646-upstream-refresh-repair-20260621/task_plan.md
planning/archive/20260629-115646-weekly-project-review-automation-setup-20260619,archive,3,False,,planning/archive/20260629-115646-weekly-project-review-automation-setup-20260619/findings.md | planning/archive/20260629-115646-weekly-project-review-automation-setup-20260619/progress.md | planning/archive/20260629-115646-weekly-project-review-automation-setup-20260619/task_plan.md
planning/archive/20260706-210432-local-branch-worktree-cleanup-20260630,archive,3,False,,planning/archive/20260706-210432-local-branch-worktree-cleanup-20260630/findings.md | planning/archive/20260706-210432-local-branch-worktree-cleanup-20260630/progress.md | planning/archive/20260706-210432-local-branch-worktree-cleanup-20260630/task_plan.md
planning/archive/20260707-234235-autonomous-release-closure-repair-20260622,archive,3,False,,planning/archive/20260707-234235-autonomous-release-closure-repair-20260622/findings.md | planning/archive/20260707-234235-autonomous-release-closure-repair-20260622/progress.md | planning/archive/20260707-234235-autonomous-release-closure-repair-20260622/task_plan.md
planning/archive/20260707-234235-branch-sync-and-cleanup-analysis-20260705,archive,3,False,,planning/archive/20260707-234235-branch-sync-and-cleanup-analysis-20260705/findings.md | planning/archive/20260707-234235-branch-sync-and-cleanup-analysis-20260705/progress.md | planning/archive/20260707-234235-branch-sync-and-cleanup-analysis-20260705/task_plan.md
planning/archive/20260707-234235-chief-of-staff-release-orchestration-20260704,archive,3,False,,planning/archive/20260707-234235-chief-of-staff-release-orchestration-20260704/findings.md | planning/archive/20260707-234235-chief-of-staff-release-orchestration-20260704/progress.md | planning/archive/20260707-234235-chief-of-staff-release-orchestration-20260704/task_plan.md
planning/archive/20260707-234235-task-4-align-docs-and-repo-governance-20260622,archive,3,False,,planning/archive/20260707-234235-task-4-align-docs-and-repo-governance-20260622/findings.md | planning/archive/20260707-234235-task-4-align-docs-and-repo-governance-20260622/progress.md | planning/archive/20260707-234235-task-4-align-docs-and-repo-governance-20260622/task_plan.md
planning/archive/20260707-234235-upstream-update-mechanism-analysis-20260612,archive,3,False,,planning/archive/20260707-234235-upstream-update-mechanism-analysis-20260612/findings.md | planning/archive/20260707-234235-upstream-update-mechanism-analysis-20260612/progress.md | planning/archive/20260707-234235-upstream-update-mechanism-analysis-20260612/task_plan.md
planning/archive/20260707-234235-weekly-review-governance-cleanup-20260706,archive,3,False,,planning/archive/20260707-234235-weekly-review-governance-cleanup-20260706/findings.md | planning/archive/20260707-234235-weekly-review-governance-cleanup-20260706/progress.md | planning/archive/20260707-234235-weekly-review-governance-cleanup-20260706/task_plan.md
planning/archive/20260707-234652-chiefops-next-stage-roadmap-evaluation-20260706,archive,3,False,,planning/archive/20260707-234652-chiefops-next-stage-roadmap-evaluation-20260706/findings.md | planning/archive/20260707-234652-chiefops-next-stage-roadmap-evaluation-20260706/progress.md | planning/archive/20260707-234652-chiefops-next-stage-roadmap-evaluation-20260706/task_plan.md
planning/archive/20260707-234652-codex-concise-output-absorption-implementation-plan-20260628,archive,3,False,,planning/archive/20260707-234652-codex-concise-output-absorption-implementation-plan-20260628/findings.md | planning/archive/20260707-234652-codex-concise-output-absorption-implementation-plan-20260628/progress.md | planning/archive/20260707-234652-codex-concise-output-absorption-implementation-plan-20260628/task_plan.md
planning/archive/20260707-234652-codex-concise-output-absorption-rollout-20260628,archive,3,False,,planning/archive/20260707-234652-codex-concise-output-absorption-rollout-20260628/findings.md | planning/archive/20260707-234652-codex-concise-output-absorption-rollout-20260628/progress.md | planning/archive/20260707-234652-codex-concise-output-absorption-rollout-20260628/task_plan.md
planning/archive/20260707-234652-ponytail-absorption-effectiveness-audit-20260628,archive,3,False,,planning/archive/20260707-234652-ponytail-absorption-effectiveness-audit-20260628/findings.md | planning/archive/20260707-234652-ponytail-absorption-effectiveness-audit-20260628/progress.md | planning/archive/20260707-234652-ponytail-absorption-effectiveness-audit-20260628/task_plan.md
planning/archive/20260707-234652-ponytail-immediate-absorption-implementation-plan-20260619,archive,3,False,,planning/archive/20260707-234652-ponytail-immediate-absorption-implementation-plan-20260619/findings.md | planning/archive/20260707-234652-ponytail-immediate-absorption-implementation-plan-20260619/progress.md | planning/archive/20260707-234652-ponytail-immediate-absorption-implementation-plan-20260619/task_plan.md
planning/archive/20260707-234652-ponytail-immediate-absorption-rollout-20260619,archive,3,False,,planning/archive/20260707-234652-ponytail-immediate-absorption-rollout-20260619/findings.md | planning/archive/20260707-234652-ponytail-immediate-absorption-rollout-20260619/progress.md | planning/archive/20260707-234652-ponytail-immediate-absorption-rollout-20260619/task_plan.md
planning/archive/20260707-234652-token-group-b-policy-first-implementation-plan-20260614,archive,3,False,,planning/archive/20260707-234652-token-group-b-policy-first-implementation-plan-20260614/findings.md | planning/archive/20260707-234652-token-group-b-policy-first-implementation-plan-20260614/progress.md | planning/archive/20260707-234652-token-group-b-policy-first-implementation-plan-20260614/task_plan.md
planning/archive/20260709-233807-active-drift-broader-disposition-review-20260629,archive,3,False,,planning/archive/20260709-233807-active-drift-broader-disposition-review-20260629/findings.md | planning/archive/20260709-233807-active-drift-broader-disposition-review-20260629/progress.md | planning/archive/20260709-233807-active-drift-broader-disposition-review-20260629/task_plan.md
planning/archive/20260709-233807-execute-plan-replan-loop-analysis-20260612,archive,3,False,,planning/archive/20260709-233807-execute-plan-replan-loop-analysis-20260612/findings.md | planning/archive/20260709-233807-execute-plan-replan-loop-analysis-20260612/progress.md | planning/archive/20260709-233807-execute-plan-replan-loop-analysis-20260612/task_plan.md
planning/archive/20260709-233807-group1-disposition-execution-20260629,archive,3,False,,planning/archive/20260709-233807-group1-disposition-execution-20260629/findings.md | planning/archive/20260709-233807-group1-disposition-execution-20260629/progress.md | planning/archive/20260709-233807-group1-disposition-execution-20260629/task_plan.md
planning/archive/20260709-233807-group2-disposition-execution-20260629,archive,3,False,,planning/archive/20260709-233807-group2-disposition-execution-20260629/findings.md | planning/archive/20260709-233807-group2-disposition-execution-20260629/progress.md | planning/archive/20260709-233807-group2-disposition-execution-20260629/task_plan.md
planning/archive/20260709-233807-lifecycle-normalization-archive-cleanup-20260629,archive,3,False,,planning/archive/20260709-233807-lifecycle-normalization-archive-cleanup-20260629/findings.md | planning/archive/20260709-233807-lifecycle-normalization-archive-cleanup-20260629/progress.md | planning/archive/20260709-233807-lifecycle-normalization-archive-cleanup-20260629/task_plan.md
planning/archive/20260709-233807-shadcn-improve-harness-benchmark-analysis-20260615,archive,3,False,,planning/archive/20260709-233807-shadcn-improve-harness-benchmark-analysis-20260615/findings.md | planning/archive/20260709-233807-shadcn-improve-harness-benchmark-analysis-20260615/progress.md | planning/archive/20260709-233807-shadcn-improve-harness-benchmark-analysis-20260615/task_plan.md
planning/archive/20260709-233807-stale-continuation-disposition-execution-20260629,archive,3,False,,planning/archive/20260709-233807-stale-continuation-disposition-execution-20260629/findings.md | planning/archive/20260709-233807-stale-continuation-disposition-execution-20260629/progress.md | planning/archive/20260709-233807-stale-continuation-disposition-execution-20260629/task_plan.md
planning/archive/20260709-233808-test-surface-inventory-20260621,archive,3,False,,planning/archive/20260709-233808-test-surface-inventory-20260621/findings.md | planning/archive/20260709-233808-test-surface-inventory-20260621/progress.md | planning/archive/20260709-233808-test-surface-inventory-20260621/task_plan.md
planning/archive/20260709-233808-validation-strategy-analysis-20260612,archive,3,False,,planning/archive/20260709-233808-validation-strategy-analysis-20260612/findings.md | planning/archive/20260709-233808-validation-strategy-analysis-20260612/progress.md | planning/archive/20260709-233808-validation-strategy-analysis-20260612/task_plan.md
planning/archive/20260709-234125-future-timestamp-root-cause-20260626,archive,3,False,,planning/archive/20260709-234125-future-timestamp-root-cause-20260626/findings.md | planning/archive/20260709-234125-future-timestamp-root-cause-20260626/progress.md | planning/archive/20260709-234125-future-timestamp-root-cause-20260626/task_plan.md
planning/archive/20260709-234125-hook-authority-root-git-boundary-20260610,archive,3,False,,planning/archive/20260709-234125-hook-authority-root-git-boundary-20260610/findings.md | planning/archive/20260709-234125-hook-authority-root-git-boundary-20260610/progress.md | planning/archive/20260709-234125-hook-authority-root-git-boundary-20260610/task_plan.md
planning/archive/20260709-234125-multi-session-planning-crosswire-analysis-20260704,archive,3,False,,planning/archive/20260709-234125-multi-session-planning-crosswire-analysis-20260704/findings.md | planning/archive/20260709-234125-multi-session-planning-crosswire-analysis-20260704/progress.md | planning/archive/20260709-234125-multi-session-planning-crosswire-analysis-20260704/task_plan.md
planning/archive/20260709-234125-planning-timestamp-midnight-guard-20260610,archive,3,False,,planning/archive/20260709-234125-planning-timestamp-midnight-guard-20260610/findings.md | planning/archive/20260709-234125-planning-timestamp-midnight-guard-20260610/progress.md | planning/archive/20260709-234125-planning-timestamp-midnight-guard-20260610/task_plan.md
planning/archive/20260709-234154-goal2plan-lane-feasibility-20260611,archive,3,False,,planning/archive/20260709-234154-goal2plan-lane-feasibility-20260611/findings.md | planning/archive/20260709-234154-goal2plan-lane-feasibility-20260611/progress.md | planning/archive/20260709-234154-goal2plan-lane-feasibility-20260611/task_plan.md
planning/archive/20260709-234154-planning-record-chronology-analysis-20260625,archive,3,False,,planning/archive/20260709-234154-planning-record-chronology-analysis-20260625/findings.md | planning/archive/20260709-234154-planning-record-chronology-analysis-20260625/progress.md | planning/archive/20260709-234154-planning-record-chronology-analysis-20260625/task_plan.md
planning/archive/20260709-234311-awesome-agent-loops-knowledge-intake-20260617,archive,3,False,,planning/archive/20260709-234311-awesome-agent-loops-knowledge-intake-20260617/findings.md | planning/archive/20260709-234311-awesome-agent-loops-knowledge-intake-20260617/progress.md | planning/archive/20260709-234311-awesome-agent-loops-knowledge-intake-20260617/task_plan.md
planning/archive/20260709-234311-branch-rhythm-governance-analysis-20260628,archive,3,False,,planning/archive/20260709-234311-branch-rhythm-governance-analysis-20260628/findings.md | planning/archive/20260709-234311-branch-rhythm-governance-analysis-20260628/progress.md | planning/archive/20260709-234311-branch-rhythm-governance-analysis-20260628/task_plan.md
planning/archive/20260709-234711-active-drift-disposition-review-20260629,archive,3,False,,planning/archive/20260709-234711-active-drift-disposition-review-20260629/findings.md | planning/archive/20260709-234711-active-drift-disposition-review-20260629/progress.md | planning/archive/20260709-234711-active-drift-disposition-review-20260629/task_plan.md
planning/archive/20260710-001636-reconcile-lane-implementation,archive,3,True,2026-07-10,planning/archive/20260710-001636-reconcile-lane-implementation/findings.md | planning/archive/20260710-001636-reconcile-lane-implementation/progress.md | planning/archive/20260710-001636-reconcile-lane-implementation/task_plan.md
planning/archive/20260710-003816-chief-of-staff-thread-behavior-20260704,archive,3,True,2026-07-09,planning/archive/20260710-003816-chief-of-staff-thread-behavior-20260704/findings.md | planning/archive/20260710-003816-chief-of-staff-thread-behavior-20260704/progress.md | planning/archive/20260710-003816-chief-of-staff-thread-behavior-20260704/task_plan.md
planning/archive/20260710-003816-pr119-review-comment-triage-20260709,archive,3,True,2026-07-09,planning/archive/20260710-003816-pr119-review-comment-triage-20260709/findings.md | planning/archive/20260710-003816-pr119-review-comment-triage-20260709/progress.md | planning/archive/20260710-003816-pr119-review-comment-triage-20260709/task_plan.md
planning/archive/20260710-004034-knowledge-extraction-analysis-review-20260610,archive,3,True,2026-07-10,planning/archive/20260710-004034-knowledge-extraction-analysis-review-20260610/findings.md | planning/archive/20260710-004034-knowledge-extraction-analysis-review-20260610/progress.md | planning/archive/20260710-004034-knowledge-extraction-analysis-review-20260610/task_plan.md
planning/archive/20260710-005517-goal-skills-loop-optimization-20260617,archive,3,True,2026-07-10,planning/archive/20260710-005517-goal-skills-loop-optimization-20260617/findings.md | planning/archive/20260710-005517-goal-skills-loop-optimization-20260617/progress.md | planning/archive/20260710-005517-goal-skills-loop-optimization-20260617/task_plan.md
planning/archive/20260710-010009-chiefops-implementation-plan-20260705,archive,3,True,2026-07-10,planning/archive/20260710-010009-chiefops-implementation-plan-20260705/findings.md | planning/archive/20260710-010009-chiefops-implementation-plan-20260705/progress.md | planning/archive/20260710-010009-chiefops-implementation-plan-20260705/task_plan.md
planning/archive/20260710-010616-planning-trio-status-audit-20260707,archive,3,True,2026-07-08 | 2026-07-09 | 2026-07-10,planning/archive/20260710-010616-planning-trio-status-audit-20260707/findings.md | planning/archive/20260710-010616-planning-trio-status-audit-20260707/progress.md | planning/archive/20260710-010616-planning-trio-status-audit-20260707/task_plan.md
planning/archive/20260710-095326-docs-refresh-core-docs-20260610,archive,3,True,2026-07-10,planning/archive/20260710-095326-docs-refresh-core-docs-20260610/findings.md | planning/archive/20260710-095326-docs-refresh-core-docs-20260610/progress.md | planning/archive/20260710-095326-docs-refresh-core-docs-20260610/task_plan.md
