task,location,canonical_file_count,has_window_date_mentions,window_dates,source_paths
planning/archive/20260710-100605-upstream-update-hardening-plan-20260622,archive,3,True,2026-07-10,planning/archive/20260710-100605-upstream-update-hardening-plan-20260622/findings.md | planning/archive/20260710-100605-upstream-update-hardening-plan-20260622/progress.md | planning/archive/20260710-100605-upstream-update-hardening-plan-20260622/task_plan.md
planning/archive/20260710-102513-test-coverage-audit-and-backfill-20260621,archive,3,True,2026-07-10,planning/archive/20260710-102513-test-coverage-audit-and-backfill-20260621/findings.md | planning/archive/20260710-102513-test-coverage-audit-and-backfill-20260621/progress.md | planning/archive/20260710-102513-test-coverage-audit-and-backfill-20260621/task_plan.md
planning/archive/20260710-103058-openclaw-ai-slop-review-20260702,archive,3,True,2026-07-10,planning/archive/20260710-103058-openclaw-ai-slop-review-20260702/findings.md | planning/archive/20260710-103058-openclaw-ai-slop-review-20260702/progress.md | planning/archive/20260710-103058-openclaw-ai-slop-review-20260702/task_plan.md
planning/archive/20260710-103309-active-planning-trio-governance-20260709,archive,3,True,2026-07-09 | 2026-07-10,planning/archive/20260710-103309-active-planning-trio-governance-20260709/findings.md | planning/archive/20260710-103309-active-planning-trio-governance-20260709/progress.md | planning/archive/20260710-103309-active-planning-trio-governance-20260709/task_plan.md
planning/archive/20260713-223409-loopy-swf-source-backed-reassessment-20260713,archive,3,True,2026-07-13,planning/archive/20260713-223409-loopy-swf-source-backed-reassessment-20260713/findings.md | planning/archive/20260713-223409-loopy-swf-source-backed-reassessment-20260713/progress.md | planning/archive/20260713-223409-loopy-swf-source-backed-reassessment-20260713/task_plan.md
planning/archive/20260720-114514-chief-visible-worker-route-hardening-20260713,archive,3,True,2026-07-13 | 2026-07-14,planning/archive/20260720-114514-chief-visible-worker-route-hardening-20260713/findings.md | planning/archive/20260720-114514-chief-visible-worker-route-hardening-20260713/progress.md | planning/archive/20260720-114514-chief-visible-worker-route-hardening-20260713/task_plan.md
planning/archive/20260720-114515-chief-worker-operating-model-20260710,archive,3,True,2026-07-09 | 2026-07-10 | 2026-07-11 | 2026-07-12 | 2026-07-14,planning/archive/20260720-114515-chief-worker-operating-model-20260710/findings.md | planning/archive/20260720-114515-chief-worker-operating-model-20260710/progress.md | planning/archive/20260720-114515-chief-worker-operating-model-20260710/task_plan.md
planning/archive/20260725-010742-chiefops-context-governance-optimization-20260712,archive,3,True,2026-07-12 | 2026-07-13 | 2026-07-24 | 2026-07-25,planning/archive/20260725-010742-chiefops-context-governance-optimization-20260712/findings.md | planning/archive/20260725-010742-chiefops-context-governance-optimization-20260712/progress.md | planning/archive/20260725-010742-chiefops-context-governance-optimization-20260712/task_plan.md
planning/archive/20260725-010742-hybrid-profile-adoption-20260716,archive,3,True,2026-07-16 | 2026-07-25,planning/archive/20260725-010742-hybrid-profile-adoption-20260716/findings.md | planning/archive/20260725-010742-hybrid-profile-adoption-20260716/progress.md | planning/archive/20260725-010742-hybrid-profile-adoption-20260716/task_plan.md
planning/archive/20260725-010742-loopy-swf-value-absorption-20260713,archive,3,True,2026-07-13 | 2026-07-25,planning/archive/20260725-010742-loopy-swf-value-absorption-20260713/findings.md | planning/archive/20260725-010742-loopy-swf-value-absorption-20260713/progress.md | planning/archive/20260725-010742-loopy-swf-value-absorption-20260713/task_plan.md
planning/archive/20260725-010742-matt-skills-three-upstream-harness-20260712,archive,3,True,2026-07-08 | 2026-07-10 | 2026-07-12 | 2026-07-13 | 2026-07-25,planning/archive/20260725-010742-matt-skills-three-upstream-harness-20260712/findings.md | planning/archive/20260725-010742-matt-skills-three-upstream-harness-20260712/progress.md | planning/archive/20260725-010742-matt-skills-three-upstream-harness-20260712/task_plan.md
planning/archive/20260725-010742-mattpocock-skills-swf-analysis-20260709,archive,3,True,2026-07-08 | 2026-07-09 | 2026-07-10 | 2026-07-25,planning/archive/20260725-010742-mattpocock-skills-swf-analysis-20260709/findings.md | planning/archive/20260725-010742-mattpocock-skills-swf-analysis-20260709/progress.md | planning/archive/20260725-010742-mattpocock-skills-swf-analysis-20260709/task_plan.md
planning/archive/20260725-010743-recent-main-pr-code-review-20260614,archive,3,True,2026-07-25,planning/archive/20260725-010743-recent-main-pr-code-review-20260614/findings.md | planning/archive/20260725-010743-recent-main-pr-code-review-20260614/progress.md | planning/archive/20260725-010743-recent-main-pr-code-review-20260614/task_plan.md
planning/archive/20260725-010743-repo-session-workstyle-review-20260709,archive,3,True,2026-07-09 | 2026-07-25,planning/archive/20260725-010743-repo-session-workstyle-review-20260709/findings.md | planning/archive/20260725-010743-repo-session-workstyle-review-20260709/progress.md | planning/archive/20260725-010743-repo-session-workstyle-review-20260709/task_plan.md
planning/archive/20260725-010743-skill-profile-standard-hybrid-evaluation-20260714,archive,3,True,2026-07-14 | 2026-07-15 | 2026-07-16 | 2026-07-25,planning/archive/20260725-010743-skill-profile-standard-hybrid-evaluation-20260714/findings.md | planning/archive/20260725-010743-skill-profile-standard-hybrid-evaluation-20260714/progress.md | planning/archive/20260725-010743-skill-profile-standard-hybrid-evaluation-20260714/task_plan.md
planning/archive/20260725-010743-skill-profile-terra-xhigh-evaluation-20260716,archive,3,True,2026-07-16 | 2026-07-25,planning/archive/20260725-010743-skill-profile-terra-xhigh-evaluation-20260716/findings.md | planning/archive/20260725-010743-skill-profile-terra-xhigh-evaluation-20260716/progress.md | planning/archive/20260725-010743-skill-profile-terra-xhigh-evaluation-20260716/task_plan.md
planning/archive/20260725-010743-standard-adopt-global-workspace-20260714,archive,3,True,2026-07-14 | 2026-07-25,planning/archive/20260725-010743-standard-adopt-global-workspace-20260714/findings.md | planning/archive/20260725-010743-standard-adopt-global-workspace-20260714/progress.md | planning/archive/20260725-010743-standard-adopt-global-workspace-20260714/task_plan.md
planning/archive/20260725-010743-swf-ai-slop-self-review-20260702,archive,3,True,2026-07-10 | 2026-07-25,planning/archive/20260725-010743-swf-ai-slop-self-review-20260702/findings.md | planning/archive/20260725-010743-swf-ai-slop-self-review-20260702/progress.md | planning/archive/20260725-010743-swf-ai-slop-self-review-20260702/task_plan.md
planning/archive/20260725-010743-weekly-archive-batch-20260720,archive,3,True,2026-07-20 | 2026-07-25,planning/archive/20260725-010743-weekly-archive-batch-20260720/findings.md | planning/archive/20260725-010743-weekly-archive-batch-20260720/progress.md | planning/archive/20260725-010743-weekly-archive-batch-20260720/task_plan.md
planning/archive/20260802-172113-swf-harness-slimming-execution-20260801,archive,3,True,2026-08-01 | 2026-08-02,planning/archive/20260802-172113-swf-harness-slimming-execution-20260801/findings.md | planning/archive/20260802-172113-swf-harness-slimming-execution-20260801/progress.md | planning/archive/20260802-172113-swf-harness-slimming-execution-20260801/task_plan.md
planning/archive/20260808-153353-trio-v2-refactor-20260802,archive,3,True,2026-08-02 | 2026-08-03 | 2026-08-04 | 2026-08-05 | 2026-08-06 | 2026-08-08,planning/archive/20260808-153353-trio-v2-refactor-20260802/findings.md | planning/archive/20260808-153353-trio-v2-refactor-20260802/progress.md | planning/archive/20260808-153353-trio-v2-refactor-20260802/task_plan.md
planning/archive/20260809-163000-plan-execute-deepseek-executor-20260808,archive,3,True,2026-08-08 | 2026-08-09,planning/archive/20260809-163000-plan-execute-deepseek-executor-20260808/findings.md | planning/archive/20260809-163000-plan-execute-deepseek-executor-20260808/progress.md | planning/archive/20260809-163000-plan-execute-deepseek-executor-20260808/task_plan.md
planning/archive/20260809-163200-webapp-ux-refactor-20260809,archive,3,True,2026-08-09,planning/archive/20260809-163200-webapp-ux-refactor-20260809/findings.md | planning/archive/20260809-163200-webapp-ux-refactor-20260809/progress.md | planning/archive/20260809-163200-webapp-ux-refactor-20260809/task_plan.md
planning/archive/20260809-163500-chiefops-session-reconcile-20260809,archive,3,True,2026-07-14 | 2026-08-02 | 2026-08-09,planning/archive/20260809-163500-chiefops-session-reconcile-20260809/findings.md | planning/archive/20260809-163500-chiefops-session-reconcile-20260809/progress.md | planning/archive/20260809-163500-chiefops-session-reconcile-20260809/task_plan.md
planning/archive/20260809-171000-swf-harness-relevance-review-20260801,archive,3,True,2026-07-09 | 2026-07-17 | 2026-07-28 | 2026-08-01 | 2026-08-09,planning/archive/20260809-171000-swf-harness-relevance-review-20260801/findings.md | planning/archive/20260809-171000-swf-harness-relevance-review-20260801/progress.md | planning/archive/20260809-171000-swf-harness-relevance-review-20260801/task_plan.md
planning/archive/20260809-171200-task-5-rehearsal-end-to-end-proof-20260623,archive,3,True,2026-08-09,planning/archive/20260809-171200-task-5-rehearsal-end-to-end-proof-20260623/findings.md | planning/archive/20260809-171200-task-5-rehearsal-end-to-end-proof-20260623/progress.md | planning/archive/20260809-171200-task-5-rehearsal-end-to-end-proof-20260623/task_plan.md
planning/archive/20260809-171500-swf-session-lifecycle-hygiene-20260717,archive,3,True,2026-07-17 | 2026-08-09,planning/archive/20260809-171500-swf-session-lifecycle-hygiene-20260717/findings.md | planning/archive/20260809-171500-swf-session-lifecycle-hygiene-20260717/progress.md | planning/archive/20260809-171500-swf-session-lifecycle-hygiene-20260717/task_plan.md
planning/archive/20260812-130656-omp-external-cli-worker-feasibility,archive,3,True,2026-08-12,planning/archive/20260812-130656-omp-external-cli-worker-feasibility/findings.md | planning/archive/20260812-130656-omp-external-cli-worker-feasibility/progress.md | planning/archive/20260812-130656-omp-external-cli-worker-feasibility/task_plan.md
planning/archive/20260816-221000-dsh-plugin-implementation-20260815,archive,3,True,2026-08-13 | 2026-08-14 | 2026-08-15 | 2026-08-16,planning/archive/20260816-221000-dsh-plugin-implementation-20260815/findings.md | planning/archive/20260816-221000-dsh-plugin-implementation-20260815/progress.md | planning/archive/20260816-221000-dsh-plugin-implementation-20260815/task_plan.md
planning/archive/20260901-143453-chief-worker-readme-plugin-release-20260810,archive,3,True,2026-08-08 | 2026-08-10 | 2026-09-01,planning/archive/20260901-143453-chief-worker-readme-plugin-release-20260810/findings.md | planning/archive/20260901-143453-chief-worker-readme-plugin-release-20260810/progress.md | planning/archive/20260901-143453-chief-worker-readme-plugin-release-20260810/task_plan.md
planning/archive/20260901-143453-deepseek-harness-feasibility-20260814,archive,3,True,2026-08-14 | 2026-08-16 | 2026-09-01,planning/archive/20260901-143453-deepseek-harness-feasibility-20260814/findings.md | planning/archive/20260901-143453-deepseek-harness-feasibility-20260814/progress.md | planning/archive/20260901-143453-deepseek-harness-feasibility-20260814/task_plan.md
planning/archive/20260901-143453-define-goal-replacement-analysis-20260811,archive,3,True,2026-07-09 | 2026-08-02 | 2026-08-04 | 2026-08-09 | 2026-08-10 | 2026-08-11 | 2026-09-01,planning/archive/20260901-143453-define-goal-replacement-analysis-20260811/findings.md | planning/archive/20260901-143453-define-goal-replacement-analysis-20260811/progress.md | planning/archive/20260901-143453-define-goal-replacement-analysis-20260811/task_plan.md
planning/archive/20260901-143453-matt-skills-reassessment-20260813,archive,3,True,2026-08-06 | 2026-08-10 | 2026-08-13 | 2026-09-01,planning/archive/20260901-143453-matt-skills-reassessment-20260813/findings.md | planning/archive/20260901-143453-matt-skills-reassessment-20260813/progress.md | planning/archive/20260901-143453-matt-skills-reassessment-20260813/task_plan.md
planning/archive/20260901-143453-plugin-standard-distribution-20260812,archive,3,True,2026-08-12 | 2026-08-13 | 2026-09-01,planning/archive/20260901-143453-plugin-standard-distribution-20260812/findings.md | planning/archive/20260901-143453-plugin-standard-distribution-20260812/progress.md | planning/archive/20260901-143453-plugin-standard-distribution-20260812/task_plan.md
planning/archive/20260901-143454-active-trio-a-class-closeout-20260725,archive,3,True,2026-07-24 | 2026-07-25 | 2026-09-01,planning/archive/20260901-143454-active-trio-a-class-closeout-20260725/findings.md | planning/archive/20260901-143454-active-trio-a-class-closeout-20260725/progress.md | planning/archive/20260901-143454-active-trio-a-class-closeout-20260725/task_plan.md
planning/archive/20260901-143454-capability-retirement-release-20260731,archive,3,True,2026-07-31 | 2026-08-01 | 2026-09-01,planning/archive/20260901-143454-capability-retirement-release-20260731/findings.md | planning/archive/20260901-143454-capability-retirement-release-20260731/progress.md | planning/archive/20260901-143454-capability-retirement-release-20260731/task_plan.md
planning/archive/20260901-143454-chiefops-manual-goal-trial-20260729,archive,3,True,2026-07-29 | 2026-09-01,planning/archive/20260901-143454-chiefops-manual-goal-trial-20260729/findings.md | planning/archive/20260901-143454-chiefops-manual-goal-trial-20260729/progress.md | planning/archive/20260901-143454-chiefops-manual-goal-trial-20260729/task_plan.md
planning/archive/20260901-143454-second-opinion-web-skill-analysis-20260801,archive,3,True,2026-08-01 | 2026-09-01,planning/archive/20260901-143454-second-opinion-web-skill-analysis-20260801/findings.md | planning/archive/20260901-143454-second-opinion-web-skill-analysis-20260801/progress.md | planning/archive/20260901-143454-second-opinion-web-skill-analysis-20260801/task_plan.md
planning/archive/20260901-143454-trio-permission-governance-20260810,archive,3,True,2026-08-10 | 2026-09-01,planning/archive/20260901-143454-trio-permission-governance-20260810/findings.md | planning/archive/20260901-143454-trio-permission-governance-20260810/progress.md | planning/archive/20260901-143454-trio-permission-governance-20260810/task_plan.md
planning/archive/20260901-143454-trio-pr156-permission-hardening-20260811,archive,3,True,2026-08-11 | 2026-09-01,planning/archive/20260901-143454-trio-pr156-permission-hardening-20260811/findings.md | planning/archive/20260901-143454-trio-pr156-permission-hardening-20260811/progress.md | planning/archive/20260901-143454-trio-pr156-permission-hardening-20260811/task_plan.md
planning/archive/20260901-143454-worker-approval-dispatch-incident-20260811,archive,3,True,2026-08-11 | 2026-08-12 | 2026-09-01,planning/archive/20260901-143454-worker-approval-dispatch-incident-20260811/findings.md | planning/archive/20260901-143454-worker-approval-dispatch-incident-20260811/progress.md | planning/archive/20260901-143454-worker-approval-dispatch-incident-20260811/task_plan.md
planning/archive/20260901-143455-claude-code-compatibility-governance-20260711,archive,3,True,2026-07-11 | 2026-09-01,planning/archive/20260901-143455-claude-code-compatibility-governance-20260711/findings.md | planning/archive/20260901-143455-claude-code-compatibility-governance-20260711/progress.md | planning/archive/20260901-143455-claude-code-compatibility-governance-20260711/task_plan.md
planning/archive/20260901-143455-pencil-pen-cleanup-20260809,archive,3,True,2026-08-09 | 2026-09-01,planning/archive/20260901-143455-pencil-pen-cleanup-20260809/findings.md | planning/archive/20260901-143455-pencil-pen-cleanup-20260809/progress.md | planning/archive/20260901-143455-pencil-pen-cleanup-20260809/task_plan.md
